name,description,columnType,maximumSize,enumValues__value,enumValues__description,enumValues__source,category
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,sam,Sequence Alignment/Map (SAM) format for alignment of nucleotide sequences (e.g. sequencing reads) to (a) reference sequence(s),http://edamontology.org/format_2573,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,vcf,"Variant Call Format (VCF) for sequence variation (indels, polymorphisms, structural variation)",http://edamontology.org/format_3016,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,bcf,"BCF, the binary version of Variant Call Format (VCF) for sequence variation (indels, polymorphisms, structural variation)",http://edamontology.org/format_3016,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,maf,"Multiple Alignment Format (MAF) supporting alignments of whole genomes with rearrangements, directions, multiple pieces to the alignment, and so forth",http://edamontology.org/format_3008,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,bed,"Browser Extensible Data (BED) format of sequence annotation track, typically to be displayed in a genome browser",http://edamontology.org/format_3003,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,chp,CHP file contains probe set analysis results generated from Affymetrix software,,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,cel,Format of Affymetrix data file of information about (raw) expression levels of the individual probes,http://edamontology.org/format_1638,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,sif,SIF (simple interaction file) Format - a network/pathway format used for instance in cytoscape,http://edamontology.org/format_3619,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,tsv,Tabular data represented as tab-separated values in a text file,http://edamontology.org/format_3475,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,csv,Tabular data represented as comma-separated values in a text file,http://edamontology.org/format_3752,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,txt,Textual format,http://edamontology.org/format_2330,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,plink,Any Plink file format (MAP/PED/BED),,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,idat,Proprietary file format for (raw) BeadArray data used by genomewide profiling platforms from Illumina Inc,http://edamontology.org/format_3578,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,bigwig,bigWig format for large sequence annotation tracks that consist of a value for each sequence position,http://edamontology.org/format_3006,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,wiggle,Wiggle format (WIG) of a sequence annotation track that consists of a value for each sequence position,http://edamontology.org/format_3005,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,gct,"Tab-delimited text files of GenePattern that contain a column for each sample, a row for each gene, and an expression value for each gene in each sample",http://edamontology.org/format_3709,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,bgzip,Blocked GNU Zip format,http://edamontology.org/format_3615,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,seg,SEG file (segmented data; .seg or .cbs) is a tab-delimited text file that lists loci and associated numeric values,https://software.broadinstitute.org/software/igv/SEG,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,html,HTML format,http://edamontology.org/format_2331,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,md,Markdown (MD) is a lightweight markup language with plain text formatting syntax,https://en.wikipedia.org/wiki/Markdown,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,flagstat,Output of samtools flagstat tool,,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,gtf,Gene transfer format (GTF) is a file format used to hold information about gene structure,https://en.wikipedia.org/wiki/Gene_transfer_format,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,raw,Proprietary file format for mass spectrometry data from Thermo Scientific,http://edamontology.org/format_3712,standard
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software",STRING,250,msf,Proprietary mass-spectrometry format of Thermo Scientific's ProteomeDiscoverer software,http://edamontology.org/format_3702,standard
platform,,STRING,250,HiSeq2500,Illumina HiSeq 2500 (Homo sapiens),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL16791,standard
platform,,STRING,250,HiSeq2000,Illumina HiSeq 2000 (Homo sapiens),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL11154,standard
platform,,STRING,250,MiSeq,Illumina MiSeq (Homo sapiens),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL15520,standard
platform,,STRING,250,PsychChip,,,standard
platform,,STRING,250,Affy5.0,Affymetrix Genome-Wide Human SNP 5.0 Array,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL6804,standard
platform,,STRING,250,Affy6.0,Affymetrix Genome-Wide Human SNP 6.0 Array,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL6801,standard
platform,,STRING,250,PacBioRSII,PacBio RS II (Homo sapiens),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL21311,standard
platform,,STRING,250,GAIIx,,,standard
platform,,STRING,250,Illumina_HumanOmni1-Quadv1.0,,,standard
platform,,STRING,250,Illumina_1M,,,standard
platform,,STRING,250,Illumina_h650,,,standard
platform,,STRING,250,Illumina_Omni2pt5M,,,standard
platform,,STRING,250,Illumina_Omni5M,,,standard
platform,,STRING,250,Perlegen300Karray,,,standard
platform,,STRING,250,Agilent44Karray,,,standard
platform,,STRING,250,IlluminaWholeGenomeDASL,Illumina Human Whole-Genome DASL HT,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL13369,standard
platform,,STRING,250,IlluminaHumanHap300,,,standard
platform,,STRING,250,NanostringnCounter,,,standard
platform,,STRING,250,LTQOrbitrapXL,LTQ Orbitrap XL Hybrid Ion Trap-Orbitrap Mass Spectrometer,https://www.thermofisher.com/order/catalog/product/IQLAAEGAAPFADBMAOK,standard
platform,,STRING,250,IlluminaHumanMethylation450,Illumina HumanMethylation450 BeadChip ,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL13534,standard
platform,,STRING,250,AffymetrixU133AB,,,standard
platform,,STRING,250,AffymetrixU133Plus2,Affymetrix Human Genome U133 Plus 2.0 Array,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL570,standard
platform,,STRING,250,confocalImaging,,,standard
platform,,STRING,250,IlluminaHumanHT-12_V3_0_R1,,,standard
platform,,STRING,250,SequenomMultiplex,,,standard
platform,,STRING,250,HiSeqX,A whole-genome sequencing platform,,standard
isCellLine,Boolean flag indicating whether or not sample source is a cell line,BOOLEAN,250,TRUE,,,standard
isCellLine,Boolean flag indicating whether or not sample source is a cell line,BOOLEAN,250,FALSE,,,standard
isPrimaryCell,Boolean flag indicating whether or not sample source is a cell line,BOOLEAN,250,TRUE,"A cell taken directly from a living organism, which is not immortalized",http://purl.obolibrary.org/obo/BTO_0001413,standard
isPrimaryCell,Boolean flag indicating whether or not sample source is a cell line,BOOLEAN,250,FALSE,,,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,B-lymphocytes,A lymphocyte of B lineage with the phenotype CD19-positive and surface immunoglobulin-positive.,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000236,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,induced pluripotent stem cells,Induced pluripotent stem cells (iPS cells or iPSCs) are a type of pluripotent stem cell artificially derived from a non-pluripotent cell.,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0004905,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,GABAergic neurons,A neuron that uses GABA as a vesicular neurotransmitter.,https://www.ebi.ac.uk/ols/ontologies/zfa/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FZFA_0009276,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,monocytes,"Myeloid mononuclear recirculating leukocyte that can act as a precursor of tissue macrophages, osteoclasts and some populations of tissue dendritic cells.",https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000576,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,microglia,"The small, non-neural, interstitial cells of mesodermal origin that form part of the supporting structure of the central nervous system.",https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000078,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,macrophages,"A mononuclear phagocyte present in variety of tissues, typically differentiated from monocytes, capable of phagocytosing a variety of extracellular particulate material, including immune complexes, microorganisms, and dead cells.",https://www.ebi.ac.uk/ols/ontologies/cl/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000235,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,astrocytes,"Astrocytes (from 'star' cells) are irregularly shaped with many long processes, including those with end-feet which form the glial (limiting) membrane and directly and indirectly contribute to the blood-brain barrier.",https://www.ebi.ac.uk/ols/ontologies/cl/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000127,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,SH-SY5Y,Human neuroblastoma clonal subline of the neuroepithelioma cell line SK-N-SH that had been established in 1970 from the bone marrow biopsy of a 4-year-old girl with metastatic neuroblastoma.,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000793,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,GLUtamatergic neurons,"Have Glutamate receptors, which are synaptic receptors located primarily on the membranes of neuronal cells. Glutamate (the conjugate base of glutamic acid) is abundant in the human body, but particularly in the nervous system and especially prominent in the human brain.",https://en.wikipedia.org/wiki/Glutamate_receptor,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,NeuN+,Is a neuronal nuclear antigen that is commonly used as a biomarker for neurons and NeuN immunoreactivity has been widely used to identify neurons in tissue culture to measure the neuron(positive)/glia(negative) ratio in brain regions.,https://en.wikipedia.org/wiki/NeuN,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,NeuN-,Is a neuronal nuclear antigen that is commonly used as a biomarker for neurons and NeuN immunoreactivity has been widely used to identify neurons in tissue culture to measure the neuron(positive)/glia(negative) ratio in brain regions.,https://en.wikipedia.org/wiki/NeuN,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,epithelial,Somatic cells that cover the surface of the body and line its cavities.,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000066,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,epithelial-like,"In cell morphology, epithelial-like cells are polygonal in shape with more regular dimensions, and grow attached to a substrate in discrete patches.",https://www.thermofisher.com/us/en/home/references/gibco-cell-culture-basics/cell-morphology.html,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,fibroblast,A connective tissue cell which secretes an extracellular matrix rich in collagen and other macromolecules. Flattened and irregular in outline with branching processes; appear fusiform or spindle-shaped.,https://www.ebi.ac.uk/ols/ontologies/cl/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000057,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,round,A phenotype observation at the level of the cell shape where the cell is round,https://www.ebi.ac.uk/ols/ontologies/cmpo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fcmpo%2FCMPO_0000118,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,lymphoblast,"Often referred to as a blast cell. Unlike other usages of the suffix -blast a lymphoblast is a further differentiation of a lymphocyte, T- or B-, occasioned by an antigenic stimulus. The lymphoblast usually develops by enlargement of a lymphocyte, active re-entry to the S phase of the cell cycle, mitogenesis and production of much m-RNA and ribosomes.",https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000772,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,polygonal,"A polygonal face is a polygon bounded by a circuit of polygon edges, and includes the flat (plane) region inside the boundary.",https://www.ebi.ac.uk/ols/ontologies/sio/terms?iri=http%3A%2F%2Fsemanticscience.org%2Fresource%2FSIO_000503,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,CD8+ T-Cells," Is a T lymphocyte (a type of white blood cell) that kills cancer cells, cells that are infected (particularly with viruses), or cells that are damaged in other ways.",https://en.wikipedia.org/wiki/Cytotoxic_T_cell,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,arachnoid,An arachnoid mater is a delicate membrane that encloses the spinal cord and brain and lies between the pia mater and dura mater.,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0001636,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,meningioma,A central nervous system cancer tissue that are manifested in the central nervous system and arise from the arachnoid 'cap' cells of the arachnoid villi in the meninges.,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_3565,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,schwannoma,"A neoplasm that arises from SCHWANN CELLS of the cranial, peripheral, and autonomic nerves.",https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0000693,standard
cellType,A cell type is a distinct morphological or functional form of cell.,STRING,250,schwann,Schwann cells are a variety of glial cell that keep peripheral nerve fibres (both myelinated and unmyelinated) alive.,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0001220,standard
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,STRING,250,Neurofibromatosis 1,"(NF1) - A disease characterized by patches of skin pigmentation (cafe-au-lait spots), Lisch nodules of the iris, tumors in the peripheral nervous system and fibromatous skin tumors. Individuals with the disorder have increased susceptibility to the development of benign and malignant tumors.",,standard
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,STRING,250,Neurofibromatosis 2,"(NF2) - Genetic disorder characterized by bilateral vestibular schwannomas (formerly called acoustic neuromas), schwannomas of other cranial and peripheral nerves, meningiomas, and ependymomas. It is inherited in an autosomal dominant fashion with full penetrance.",https://www.ebi.ac.uk/ols/ontologies/cco/terms?iri=http%3A%2F%2Fidentifiers.org%2Fomim%2F101000,standard
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,STRING,250,Bipolar Disorder,"A mood disorder formerly characterised by alternating periods of mania and depression (and in some cases rapid cycling, mixed states, and psychotic symptoms).",https://www.ebi.ac.uk/ols/ontologies/nbo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FNBO_0000258,standard
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,STRING,250,Alzheimer Disease,"(AD) - Alzheimer disease is a neurodegenerative disorder characterized by progressive dementia, loss of cognitive abilities, and deposition of fibrillar amyloid proteins as intraneuronal neurofibrillary tangles, extracellular amyloid plaques and vascular amyloid deposits.",https://www.ebi.ac.uk/ols/ontologies/cco/terms?iri=http%3A%2F%2Fidentifiers.org%2Fomim%2F104300,standard
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,STRING,250,Schizophrenia,"A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.",https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0000692,standard
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,STRING,250,Autism Spectrum Disorder,"Wide continuum of associated cognitive and neurobehavioral disorders, including, but not limited to, three core-defining features: impairments in socialization, impairments in verbal and nonverbal communication, and restricted and repetitive patterns of behaviors.",https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0003756,standard
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,STRING,250,Fibrocystic Breast Disease,breast fibrocystic disease is a benign mammary displasia characterised by breast discomfort and 'lumpiness'.,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0003014,standard
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,STRING,250,Breast Cancer,(BC) - A common malignancy originating from breast epithelial tissue.,https://www.ebi.ac.uk/ols/ontologies/cco/terms?iri=http%3A%2F%2Fidentifiers.org%2Fomim%2F114480,standard
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,STRING,250,Colon Cancer,A colorectal cancer that is located_in the colon.,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_219,standard
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,STRING,250,Lung Cancer,A respiratory system cancer that is located_in the lung.,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_1324,standard
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,STRING,250,Prostate Cancer,A male reproductive organ cancer that is located_in the prostate.,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_10283,standard
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,STRING,250,Pancreas Cancer,An endocrine gland cancer located_in the pancreas.,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_1793,standard
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,STRING,250,Skin Cancer,An integumentary system cancer located_in the skin that is the uncontrolled growth of abnormal skin cells.,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_4159,standard
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,STRING,250,Brain Cancer,A central nervous system cancer that is characterized by the growth of abnormal cells in the tissues of the brain.,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_1319,standard
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,STRING,250,Ovary Cancer,An ovarian cancer that is derives_from ovarian surface epithelium.,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_2152,standard
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,STRING,250,Control,The act of directing or determining; regulation or maintenance of a function or action; a relation of constraint of one entity (thing or person or group) by another.,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0001461,standard
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,STRING,250,Affective Disorder,Change in mood is the main underlying feature of these disorders.,Sage,standard
diagnosis,A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.,STRING,250,Not Applicable,,,standard
tumorType,The type of cells that carcinoma arises from.,STRING,250,Neurofibroma Cutaneous,An intraneural or extraneural neoplasm arising from nerve tissues and neural sheaths of skin.,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0000622,standard
tumorType,The type of cells that carcinoma arises from.,STRING,250,Neurofibroma Subcutaneous,An intraneural neoplasm arising from nerve tissues and neural sheaths laying under the skin.,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0000622,standard
tumorType,The type of cells that carcinoma arises from.,STRING,250,Neurofibroma Plexiform,"Plexiform neurofibromas are larger, more extensive tumors that grow from nerves anywhere in the body.",https://nfcenter.wustl.edu/what-is-nf/neurofibromatosis-type-1/nerve-tumors/,standard
tumorType,The type of cells that carcinoma arises from.,STRING,250,Neurofibroma Atypical,An intraneural or extraneural neoplasm arising from nerve tissues and neural sheaths that does not belong to a known subtype.,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0000622,standard
tumorType,The type of cells that carcinoma arises from.,STRING,250,Malignant Peripheral Nerve Sheath Tumor,"The tumors usually develop along peripheral or cranial nerves and are a central feature of NEUROFIBROMATOSIS 1, where they may occur intracranially or involve spinal roots.",https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0000622,standard
tumorType,The type of cells that carcinoma arises from.,STRING,250,Adenocarcinoma,"A common cancer characterized by the presence of malignant glandular cells. Morphologically, adenocarcinomas are classified according to the growth pattern (e.g., papillary, alveolar) or according to the secreting product (e.g., mucinous, serous).",https://www.ebi.ac.uk/ols/ontologies/mp/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FNCIT_C2852,standard
tumorType,The type of cells that carcinoma arises from.,STRING,250,Carcinoma,A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_305,standard
tumorType,The type of cells that carcinoma arises from.,STRING,250,Ductal Carcinoma,"Invasive ductal carcinoma (IDC), an infiltrating, malignant and abnormal proliferation of neoplastic cells in the breast tissue, or ductal carcinoma in situ (DCIS), a noninvasive, possibly malignant, neoplasm that is still confined to the milk ducts (lactiferous ducts), where breast cancer most often originates.",https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0004851,standard
tumorType,The type of cells that carcinoma arises from.,STRING,250,Melanoma,"A malignant, usually aggressive tumor composed of atypical, neoplastic melanocytes.",https://www.ebi.ac.uk/ols/ontologies/mp/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FNCIT_C3224,standard
tumorType,The type of cells that carcinoma arises from.,STRING,250,Optic Nerve Glioma,"Optic pathway glioma (OPG) is a benign tumor that develop along the optic nerve (chiasm, tracts, and radiations) characterized by impairment or loss of vision and may be accompanied by diencephalic symptoms such as reduced growth and alteration in sleeping patterns. OPG are often linked to neurofibromatosis type 1.",https://www.ebi.ac.uk/ols/ontologies/ordo/terms?iri=http%3A%2F%2Fwww.orpha.net%2FORDO%2FOrphanet_2086,standard
tumorType,The type of cells that carcinoma arises from.,STRING,250,Low Grade Glioma,Low grade gliomas are brain tumors that come from two different types of brain cells known as astrocytes and oligodendrocytes.,https://www.urmc.rochester.edu/neurosurgery/specialties/neurooncology/conditions/low-grade-glioma.aspx,standard
tumorType,The type of cells that carcinoma arises from.,STRING,250,Diffuse Astrocytoma,Also called Low-Grade or Astrocytoma Grade II is a subtype of glial tumor of the brain or spinal cord showing astrocytic differentiation.,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0000272,standard
tumorType,The type of cells that carcinoma arises from.,STRING,250,Anaplastic Astrocytoma,"A diffusely infiltrating, WHO grade III astrocytoma with focal or dispersed anaplasia, and a marked proliferative potential. It may arise from a low-grade astrocytoma, but it can also be diagnosed at first biopsy, without indication of a less malignant precursor lesion. It has an intrinsic tendency for malignant progression to glioblastoma.",https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0002499,standard
tumorType,The type of cells that carcinoma arises from.,STRING,250,Glioblastoma,"Develop primarily through increasing anaplasia of well differentiated gliomas, mainly astrocytomas or oligodendrogliomas. Typically large and contain cells of different sizes with irrregular nuclei and atypical mitotic figures.",https://www.ebi.ac.uk/ols/ontologies/mpath/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FMPATH_564,standard
tumorType,The type of cells that carcinoma arises from.,STRING,250,Schwannoma,"A neoplasm that arises from SCHWANN CELLS of the cranial, peripheral, and autonomic nerves. ",https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0000693,standard
tumorType,The type of cells that carcinoma arises from.,STRING,250,Meningioma,A generally slow growing tumor attached to the dura mater. It is composed of neoplastic meningothelial (arachnoidal) cells.,https://www.ebi.ac.uk/ols/ontologies/mp/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FNCIT_C3230,standard
tumorType,The type of cells that carcinoma arises from.,STRING,250,Not Applicable,,,standard
specimenIdSource,,STRING,250,,,,standard
sex,,STRING,250,male,,,standard
sex,,STRING,250,female,,,standard
species,The name of a species (typically a taxonomic group) of organism.,STRING,250,Human,Homo sapiens with taxonomy ID: 9606 and Genbank common name: human,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9606&lvl=3&lin=f&keep=1&srchmode=1&unlock,standard
species,The name of a species (typically a taxonomic group) of organism.,STRING,250,Mouse,Mus musculus with taxonomy ID: 10090 and Genbank common name: house mouse,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=10090&lvl=3&lin=f&keep=1&srchmode=1&unlock,standard
species,The name of a species (typically a taxonomic group) of organism.,STRING,250,Rat,Rattus with taxonomy ID: 10114 and inherited blast name: rodents,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=10114&lvl=3&lin=f&keep=1&srchmode=1&unlock,standard
species,The name of a species (typically a taxonomic group) of organism.,STRING,250,Drosophila melanogaster,Drosophila melanogaster with taxonomy ID: 7227 and Genbank common name: fruit fly,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi,standard
