name,columnType,maximumSize,enumValues.value,enumValues.source,category
batchEffectCorrectionMethod,STRING,250,PCA,NA,analysis
clusteringMethod,STRING,250,hierarchicalClustering,NA,analysis
clusteringMethod,STRING,250,kMeans,NA,analysis
clusteringMethod,STRING,250,WGCNA,NA,analysis
clusteringMethod,STRING,250,principalComponentAnalysis,NA,analysis
somaticMutationCallingMethod,STRING,250,varDict,NA,analysis
somaticMutationCallingMethod,STRING,250,varDict2,NA,analysis
somaticMutationCallingMethod,STRING,250,mutect,NA,analysis
somaticMutationCallingMethod,STRING,250,varScan,NA,analysis
multipleTestingAdjustmentMethod,STRING,250,BenjaminiHochberg,NA,analysis
multipleTestingAdjustmentMethod,STRING,250,Bonferroni,NA,analysis
multipleTestingAdjustmentMethod,STRING,250,BenjaminiYekutieli,NA,analysis
peakCallingMethod,STRING,250,MACS,NA,analysis
peakCallingMethod,STRING,250,MACS2,NA,analysis
peakCallingMethod,STRING,250,GEM,NA,analysis
transcriptQuantificationMethod,STRING,250,kallisto,NA,analysis
transcriptQuantificationMethod,STRING,250,RSEM,NA,analysis
transcriptQuantificationMethod,STRING,250,featureCounts,NA,analysis
transcriptQuantificationMethod,STRING,250,DESeq2,NA,analysis
statisticalNetworkReconstructionMethod,STRING,250,WGCNA,NA,analysis
statisticalNetworkReconstructionMethod,STRING,250,sparrow,NA,analysis
statisticalNetworkReconstructionMethod,STRING,250,lasso,NA,analysis
statisticalNetworkReconstructionMethod,STRING,250,ridge,NA,analysis
statisticalNetworkReconstructionMethod,STRING,250,genie3,NA,analysis
statisticalNetworkReconstructionMethod,STRING,250,tigress,NA,analysis
statisticalNetworkReconstructionMethod,STRING,250,aracne,NA,analysis
statisticalNetworkReconstructionMethod,STRING,250,mrnet,NA,analysis
statisticalNetworkReconstructionMethod,STRING,250,c3net,NA,analysis
statisticalNetworkReconstructionMethod,STRING,250,MEGENA,NA,analysis
statisticalNetworkReconstructionMethod,STRING,250,WINA,NA,analysis
differentialExpressionMethod,STRING,250,limma,NA,analysis
differentialExpressionMethod,STRING,250,sleuth,NA,analysis
differentialExpressionMethod,STRING,250,cuffDiff,NA,analysis
dnaAlignmentMethod,STRING,250,BWA,NA,analysis
dnaAlignmentMethod,STRING,250,bowtie,NA,analysis
dnaAlignmentMethod,STRING,250,bowtie2,NA,analysis
validationMethod,STRING,250,sequenceValidation,NA,analysis
validationMethod,STRING,250,targetValidation,NA,analysis
validationMethod,STRING,250,CRISPR-CAS9,NA,analysis
validationMethod,STRING,250,RNAi,NA,analysis
validationMethod,STRING,250,shRNA,NA,analysis
enrichmentMethod,STRING,250,fishersExactTest,NA,analysis
analysisType,STRING,250,statisticalNetworkReconstruction,NA,analysis
analysisType,STRING,250,differentialExpression,NA,analysis
analysisType,STRING,250,expressionQuantitativeTraitLociDetection,NA,analysis
analysisType,STRING,250,outlierDetection,NA,analysis
analysisType,STRING,250,covariateAssociation,NA,analysis
analysisType,STRING,250,hiddenConfounderDetection,NA,analysis
analysisType,STRING,250,differentialNetwork,NA,analysis
analysisType,STRING,250,methylationQuantitativeTraitLociDetection,NA,analysis
analysisType,STRING,250,networkDriverDetection,NA,analysis
analysisType,STRING,250,principalComponents,NA,analysis
analysisType,STRING,250,genomeWideAssociation,NA,analysis
analysisType,STRING,250,clustering,NA,analysis
analysisType,STRING,250,supervisedLearning,NA,analysis
analysisType,STRING,250,batchEffectCorrection,NA,analysis
analysisType,STRING,250,anova,NA,analysis
analysisType,STRING,250,variancePartition,NA,analysis
analysisType,STRING,250,moduleIdentification,NA,analysis
analysisType,STRING,250,visualization,NA,analysis
analysisType,STRING,250,transcriptQuantification,NA,analysis
analysisType,STRING,250,somaticMutationCalling,NA,analysis
analysisType,STRING,250,peakCalling,NA,analysis
visualisationMethod,STRING,250,scatterPlot,NA,analysis
visualisationMethod,STRING,250,heatMap,NA,analysis
visualisationMethod,STRING,250,barChart,NA,analysis
rnaAlignmentMethod,STRING,250,SNAPR,NA,analysis
rnaAlignmentMethod,STRING,250,STAR,NA,analysis
rnaAlignmentMethod,STRING,250,GSNAP,NA,analysis
rnaAlignmentMethod,STRING,250,topHat,NA,analysis
rnaAlignmentMethod,STRING,250,mosaic,NA,analysis
rnaAlignmentMethod,STRING,250,novoAlign,NA,analysis
rnaAlignmentMethod,STRING,250,olego,NA,analysis
supervisedLearningMethod,STRING,250,penalizedLogisticRegression,NA,analysis
supervisedLearningMethod,STRING,250,penalizedLinearRegression,NA,analysis
supervisedLearningMethod,STRING,250,randomForest,NA,analysis
supervisedLearningMethod,STRING,250,supportVectorMachine,NA,analysis
supervisedLearningMethod,STRING,250,deepLearning,NA,analysis
supervisedLearningMethod,STRING,250,boosting,NA,analysis
supervisedLearningMethod,STRING,250,bagging,NA,analysis
supervisedLearningMethod,STRING,250,naiveBayes,NA,analysis
supervisedLearningMethod,STRING,250,GaussianProcessRegression,NA,analysis
specimenID,STRING,250,,,np
assay,STRING,250,rnaSeq,http://purl.obolibrary.org/obo/OBI_0001271,np
assay,STRING,250,mirnaSeq,http://purl.obolibrary.org/obo/OBI_0002112,np
assay,STRING,250,lncrnaSeq,,np
assay,STRING,250,exomeSeq,http://purl.obolibrary.org/obo/OBI_0002118,np
assay,STRING,250,CHiPSeq,http://purl.obolibrary.org/obo/OBI_0000716,np
assay,STRING,250,rnaArray,http://purl.obolibrary.org/obo/OBI_0001463,np
assay,STRING,250,snpArray,http://purl.obolibrary.org/obo/OBI_0001204,np
assay,STRING,250,methylationArray,http://purl.obolibrary.org/obo/OBI_0001332,np
assay,STRING,250,mirnaArray,http://purl.obolibrary.org/obo/OBI_0001335,np
assay,STRING,250,bisulfiteSeq,http://purl.obolibrary.org/obo/OBI_0000748,np
assay,STRING,250,ATACSeq,http://purl.obolibrary.org/obo/OBI_0002039,np
assay,STRING,250,NOMeSeq,,np
assay,STRING,250,HI-C,http://www.ebi.ac.uk/efo/EFO_0007693,np
assay,STRING,250,errBisulfiteSeq,,np
assay,STRING,250,ISOSeq,,np
assay,STRING,250,MRI,http://edamontology.org/topic_3444,np
assay,STRING,250,westernBlot,http://purl.obolibrary.org/obo/MMO_0000338,np
assay,STRING,250,wholeGenomeSeq,http://edamontology.org/topic_3673,np
assay,STRING,250,polymeraseChainReaction,http://purl.obolibrary.org/obo/MMO_0000459,np
assay,STRING,250,cellViabilityAssay,http://www.bioassayontology.org/bao#BAO_0003009,np
assay,STRING,250,atomicForceMicroscopy,http://purl.obolibrary.org/obo/CHMO_0000113,np
assay,STRING,250,brightfieldMicroscopy,http://purl.obolibrary.org/obo/CHMO_0000104,np
assay,STRING,250,tractionForceMicroscopy,https://en.wikipedia.org/wiki/Traction_force_microscopy,np
assay,STRING,250,targetedGeneSeq,https://www.illumina.com/techniques/sequencing/dna-sequencing/targeted-resequencing/targeted-panels.html,np
assay,STRING,250,jumpingLibrary,,np
assay,STRING,250,MIB/MS,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3328787/,np
assay,STRING,250,MudPIT,http://purl.obolibrary.org/obo/MI_0658,np
dataSubtype,STRING,250,dataMatrix,,np
dataSubtype,STRING,250,raw,,np
dataSubtype,STRING,250,processed,,np
dataSubtype,STRING,250,metadata,,np
organ,STRING,250,skin,http://purl.obolibrary.org/obo/BTO_0001253,np
organ,STRING,250,nerves,http://purl.obolibrary.org/obo/BTO_0000925,np
organ,STRING,250,brain,http://purl.obolibrary.org/obo/BTO_0000142,np
organ,STRING,250,blood,http://purl.obolibrary.org/obo/BTO_0000089,np
organ,STRING,250,breast,http://purl.obolibrary.org/obo/BTO_0000149,np
organ,STRING,250,colon,http://purl.obolibrary.org/obo/BTO_0000269,np
organ,STRING,250,lung,http://purl.obolibrary.org/obo/BTO_0000763,np
organ,STRING,250,prostate,http://purl.obolibrary.org/obo/FMA_9600,np
organ,STRING,250,pancreas,http://purl.obolibrary.org/obo/BTO_0000988,np
organ,STRING,250,ovary,http://purl.obolibrary.org/obo/BTO_0000975,np
organ,STRING,250,spleen,http://purl.obolibrary.org/obo/BTO_0001281,np
fundingAgency,STRING,250,CTF,http://www.ctf.org,np
fundingAgency,STRING,250,NIH-NCI,https://www.cancer.gov,np
fundingAgency,STRING,250,NTAP,http://www.n-tap.org,np
fundingAgency,STRING,250,NIH-NIA,https://www.nia.nih.gov,np
fundingAgency,STRING,250,NIH-NIMH,https://www.nimh.nih.gov,np
fundingAgency,STRING,250,AACR,http://www.aacr.org,np
dataType,STRING,250,genomicVariants,https://www.ebi.ac.uk/ols/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Foperation_3227,np
dataType,STRING,250,image,https://www.ebi.ac.uk/ols/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Fdata_2968,np
dataType,STRING,250,geneExpression,https://www.ebi.ac.uk/ols/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Ftopic_0203,np
dataType,STRING,250,isoformExpression,https://en.wikipedia.org/wiki/Protein_isoform,np
dataType,STRING,250,proteomics,https://www.ebi.ac.uk/ols/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Ftopic_0121,np
dataType,STRING,250,kinomics,http://www.kinomecore.com/what-is-kinomics/,np
dataType,STRING,250,drugScreen,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3531057/,np
dataType,STRING,250,cellularPhysiology,,np
dataType,STRING,250,chromatinActivity,https://en.wikipedia.org/wiki/Chromatin_remodeling,np
individualIdSource,STRING,250,,,np
tissue,STRING,250,cerebral cortex,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0000956,np
tissue,STRING,250,frontal lobe,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0016525,np
tissue,STRING,250,hippocampus,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000601,np
tissue,STRING,250,nerve tissue,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0003714,np
tissue,STRING,250,dorsolateral prefrontal cortex,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0009834,np
tissue,STRING,250,anterior cingulate cortex,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0004249,np
tissue,STRING,250,frontal pole,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002795,np
tissue,STRING,250,parahippocampal gyrus,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0004380,np
tissue,STRING,250,superior temporal gyrus,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002769,np
tissue,STRING,250,inferior frontal gyrus,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002998,np
tissue,STRING,250,cerebellum,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002037,np
tissue,STRING,250,occipital visual cortex,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0001857,np
tissue,STRING,250,inferior temporal gyrus,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002751,np
tissue,STRING,250,middle temporal gyrus,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002771,np
tissue,STRING,250,posterior cingulate cortex,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0022353,np
tissue,STRING,250,temporal pole,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002576,np
tissue,STRING,250,precentral gyrus,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002703,np
tissue,STRING,250,superior parietal lobe,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0026724,np
tissue,STRING,250,prefrontal cortex,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0002807,np
tissue,STRING,250,amygdala,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0001042,np
tissue,STRING,250,caudate nucleus,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001873,np
tissue,STRING,250,nucleus accumbens,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001882,np
tissue,STRING,250,putamen,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001874,np
tissue,STRING,250,temporal cortex,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0016538,np
tissue,STRING,250,orbitofrontal cortex,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0004167,np
tissue,STRING,250,ventrolateral prefrontal cortex,https://en.wikipedia.org/wiki/Ventrolateral_prefrontal_cortex,np
tissue,STRING,250,medial frontal cortex,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0022352,np
tissue,STRING,250,primary motor cortex,,np
tissue,STRING,250,primary somatosensory cortex,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001384,np
tissue,STRING,250,posteroinferior parietal cortex,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0016530,np
tissue,STRING,250,primary auditory cortex,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0034751,np
tissue,STRING,250,posterior superior temporal cortex,,np
tissue,STRING,250,inferolateral temporal cortex,,np
tissue,STRING,250,primary visual cortex,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002436,np
tissue,STRING,250,amygdaloid complex,,np
tissue,STRING,250,striatum,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0002435,np
tissue,STRING,250,mediodorsal nucleus of thalamus,,np
tissue,STRING,250,cerebellar cortex,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000043,np
tissue,STRING,250,serum,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0001977,np
tissue,STRING,250,splenocyte,https://www.ebi.ac.uk/ols/ontologies/cl/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_2000074,np
tissue,STRING,250,blood,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0000178,np
tissue,STRING,250,primary tumor,https://cancergenome.nih.gov/cancersselected/biospeccriteria,np
tissue,STRING,250,Not Applicable,,np
tissue,STRING,250,meninges,https://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0024758/,np
consortium,STRING,250,CommonMind Consortium,https://www.synapse.org/cmc,np
consortium,STRING,250,PsychENCODE Consortium,https://www.synapse.org/pec,np
consortium,STRING,250,AMP-AD,https://www.synapse.org/ampad,np
consortium,STRING,250,MODEL-AD,https://www.synapse.org/ampad,np
consortium,STRING,250,M2OVE-AD,https://www.synapse.org/ampad,np
consortium,STRING,250,BSMN,https://www.synapse.org/bsmn,np
consortium,STRING,250,CSBC,https://csbconsortium.org/,np
consortium,STRING,250,PSON,https://physics.cancer.gov/,np
consortium,STRING,250,GENIE,http://www.aacr.org/Research/Research/Pages/aacr-project-genie.aspx#.WOQS9RIrKF0,np
consortium,STRING,250,Synodos NF1,https://www.synapse.org/ctf,np
consortium,STRING,250,Synodos NF2,https://www.synapse.org/syndosnf2,np
consortium,STRING,250,Synodos LGG,http://www.synapse.org/nf1lgg,np
consortium,STRING,250,DHART SPORE,http://www.synapse.org/dhart,np
consortium,STRING,250,Not Applicable,,np
individualID,STRING,250,,,np
fileFormat,STRING,250,idx,,np
fileFormat,STRING,250,bam,http://edamontology.org/format_2572,np
fileFormat,STRING,250,bai,http://edamontology.org/format_3327,np
fileFormat,STRING,250,excel,,np
fileFormat,STRING,250,powerpoint,,np
fileFormat,STRING,250,tif,https://en.wikipedia.org/wiki/TIFF,np
fileFormat,STRING,250,png,http://edamontology.org/format_3603,np
fileFormat,STRING,250,doc,,np
fileFormat,STRING,250,pdf,http://edamontology.org/format_3508,np
fileFormat,STRING,250,hdf,https://en.wikipedia.org/wiki/Hierarchical_Data_Format,np
fileFormat,STRING,250,fasta,https://en.wikipedia.org/wiki/FASTA_format,np
fileFormat,STRING,250,fastq,https://en.wikipedia.org/wiki/FASTQ_format,np
fileFormat,STRING,250,sam,http://edamontology.org/format_2573,np
fileFormat,STRING,250,vcf,http://edamontology.org/format_3016,np
fileFormat,STRING,250,bcf,http://edamontology.org/format_3016,np
fileFormat,STRING,250,maf,http://edamontology.org/format_3008,np
fileFormat,STRING,250,bed,http://edamontology.org/format_3003,np
fileFormat,STRING,250,chp,,np
fileFormat,STRING,250,cel,http://edamontology.org/format_1638,np
fileFormat,STRING,250,sif,http://edamontology.org/format_3619,np
fileFormat,STRING,250,tsv,http://edamontology.org/format_3475,np
fileFormat,STRING,250,csv,http://edamontology.org/format_3752,np
fileFormat,STRING,250,txt,http://edamontology.org/format_2330,np
fileFormat,STRING,250,plink,,np
fileFormat,STRING,250,idat,http://edamontology.org/format_3578,np
fileFormat,STRING,250,bigwig,http://edamontology.org/format_3006,np
fileFormat,STRING,250,wiggle,http://edamontology.org/format_3005,np
fileFormat,STRING,250,gct,http://edamontology.org/format_3709,np
fileFormat,STRING,250,bgzip,http://edamontology.org/format_3615,np
fileFormat,STRING,250,seg,https://software.broadinstitute.org/software/igv/SEG,np
fileFormat,STRING,250,html,http://edamontology.org/format_2331,np
fileFormat,STRING,250,md,https://en.wikipedia.org/wiki/Markdown,np
fileFormat,STRING,250,flagstat,,np
fileFormat,STRING,250,gtf,https://en.wikipedia.org/wiki/Gene_transfer_format,np
fileFormat,STRING,250,raw,http://edamontology.org/format_3712,np
fileFormat,STRING,250,msf,http://edamontology.org/format_3702,np
platform,STRING,250,HiSeq2500,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL16791,np
platform,STRING,250,HiSeq2000,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL11154,np
platform,STRING,250,MiSeq,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL15520,np
platform,STRING,250,PsychChip,,np
platform,STRING,250,Affy5.0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL6804,np
platform,STRING,250,Affy6.0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL6801,np
platform,STRING,250,PacBioRSII,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL21311,np
platform,STRING,250,GAIIx,,np
platform,STRING,250,Illumina_HumanOmni1-Quadv1.0,,np
platform,STRING,250,Illumina_1M,,np
platform,STRING,250,Illumina_h650,,np
platform,STRING,250,Illumina_Omni2pt5M,,np
platform,STRING,250,Illumina_Omni5M,,np
platform,STRING,250,Perlegen300Karray,,np
platform,STRING,250,Agilent44Karray,,np
platform,STRING,250,IlluminaWholeGenomeDASL,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL13369,np
platform,STRING,250,IlluminaHumanHap300,,np
platform,STRING,250,NanostringnCounter,,np
platform,STRING,250,LTQOrbitrapXL,https://www.thermofisher.com/order/catalog/product/IQLAAEGAAPFADBMAOK,np
platform,STRING,250,IlluminaHumanMethylation450,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL13534,np
platform,STRING,250,AffymetrixU133AB,,np
platform,STRING,250,AffymetrixU133Plus2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GPL570,np
platform,STRING,250,confocalImaging,,np
platform,STRING,250,IlluminaHumanHT-12_V3_0_R1,,np
platform,STRING,250,SequenomMultiplex,,np
platform,STRING,250,HiSeqX,,np
isCellLine,BOOLEAN,250,TRUE,,np
isCellLine,BOOLEAN,250,FALSE,,np
isPrimaryCell,BOOLEAN,250,TRUE,http://purl.obolibrary.org/obo/BTO_0001413,np
isPrimaryCell,BOOLEAN,250,FALSE,,np
cellType,STRING,250,B-lymphocytes,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000236,np
cellType,STRING,250,induced pluripotent stem cells,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0004905,np
cellType,STRING,250,GABAergic neurons,https://www.ebi.ac.uk/ols/ontologies/zfa/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FZFA_0009276,np
cellType,STRING,250,monocytes,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000576,np
cellType,STRING,250,microglia,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000078,np
cellType,STRING,250,macrophages,https://www.ebi.ac.uk/ols/ontologies/cl/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000235,np
cellType,STRING,250,astrocytes,https://www.ebi.ac.uk/ols/ontologies/cl/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000127,np
cellType,STRING,250,SH-SY5Y,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000793,np
cellType,STRING,250,GLUtamatergic neurons,https://en.wikipedia.org/wiki/Glutamate_receptor,np
cellType,STRING,250,NeuN+,https://en.wikipedia.org/wiki/NeuN,np
cellType,STRING,250,NeuN-,https://en.wikipedia.org/wiki/NeuN,np
cellType,STRING,250,epithelial,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000066,np
cellType,STRING,250,epithelial-like,https://www.thermofisher.com/us/en/home/references/gibco-cell-culture-basics/cell-morphology.html,np
cellType,STRING,250,fibroblast,https://www.ebi.ac.uk/ols/ontologies/cl/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCL_0000057,np
cellType,STRING,250,round,https://www.ebi.ac.uk/ols/ontologies/cmpo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fcmpo%2FCMPO_0000118,np
cellType,STRING,250,lymphoblast,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0000772,np
cellType,STRING,250,polygonal,https://www.ebi.ac.uk/ols/ontologies/sio/terms?iri=http%3A%2F%2Fsemanticscience.org%2Fresource%2FSIO_000503,np
cellType,STRING,250,CD8+ T-Cells,https://en.wikipedia.org/wiki/Cytotoxic_T_cell,np
cellType,STRING,250,arachnoid,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0001636,np
cellType,STRING,250,meningioma,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_3565,np
cellType,STRING,250,schwannoma,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0000693,np
cellType,STRING,250,schwann,https://www.ebi.ac.uk/ols/ontologies/bto/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FBTO_0001220,np
diagnosis,STRING,250,Neurofibromatosis 1,,np
diagnosis,STRING,250,Neurofibromatosis 2,https://www.ebi.ac.uk/ols/ontologies/cco/terms?iri=http%3A%2F%2Fidentifiers.org%2Fomim%2F101000,np
diagnosis,STRING,250,Bipolar Disorder,https://www.ebi.ac.uk/ols/ontologies/nbo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FNBO_0000258,np
diagnosis,STRING,250,Alzheimer Disease,https://www.ebi.ac.uk/ols/ontologies/cco/terms?iri=http%3A%2F%2Fidentifiers.org%2Fomim%2F104300,np
diagnosis,STRING,250,Schizophrenia,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0000692,np
diagnosis,STRING,250,Autism Spectrum Disorder,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0003756,np
diagnosis,STRING,250,Fibrocystic Breast Disease,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0003014,np
diagnosis,STRING,250,Breast Cancer,https://www.ebi.ac.uk/ols/ontologies/cco/terms?iri=http%3A%2F%2Fidentifiers.org%2Fomim%2F114480,np
diagnosis,STRING,250,Colon Cancer,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_219,np
diagnosis,STRING,250,Lung Cancer,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_1324,np
diagnosis,STRING,250,Prostate Cancer,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_10283,np
diagnosis,STRING,250,Pancreas Cancer,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_1793,np
diagnosis,STRING,250,Skin Cancer,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_4159,np
diagnosis,STRING,250,Brain Cancer,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_1319,np
